YearsExperience,Education,JobRole,Location,SkillsScore(1-5),CompanySize,Salary(LPA)
16,Masters,Data Analyst,Hyderabad,1,Mid,57.04
8,PhD,BI Analyst,Delhi,1,Mid,36.1
8,PhD,ML Engineer,Bangalore,4,Startup,55.67
0,Masters,ML Engineer,Mumbai,5,Mid,36.01
1,Bachelors,Data Scientist,Hyderabad,5,Mid,31.73
15,PhD,ML Engineer,Pune,2,Enterprise,63.57
0,Bachelors,Data Analyst,Hyderabad,2,Enterprise,4.86
9,PhD,BI Analyst,Delhi,1,Startup,33.23
17,Bachelors,ML Engineer,Bangalore,5,Enterprise,68.22
7,Bachelors,ML Engineer,Delhi,5,Startup,42.65
20,Masters,BI Analyst,Pune,2,Startup,60.69
10,Bachelors,Data Scientist,Pune,3,Mid,40.06
1,Bachelors,ML Engineer,Pune,1,Startup,19.48
7,Bachelors,Data Scientist,Pune,5,Mid,45.57
7,Bachelors,Data Scientist,Hyderabad,4,Startup,34.77
16,Bachelors,ML Engineer,Pune,4,Enterprise,66.34
14,Bachelors,Data Analyst,Pune,3,Enterprise,47.06
16,Bachelors,Data Scientist,Hyderabad,2,Enterprise,53.59
12,Bachelors,ML Engineer,Pune,2,Startup,47.98
18,Masters,Data Scientist,Delhi,2,Startup,58.95
4,Bachelors,BI Analyst,Delhi,4,Mid,31.25
11,PhD,Data Analyst,Mumbai,2,Mid,45.61
0,PhD,Data Analyst,Delhi,4,Mid,26.51
4,Bachelors,BI Analyst,Bangalore,3,Mid,23.94
7,Masters,BI Analyst,Bangalore,1,Startup,27.31
12,Masters,Data Scientist,Bangalore,5,Startup,59.88
7,PhD,BI Analyst,Hyderabad,3,Mid,40.25
10,Masters,Data Analyst,Delhi,4,Startup,47.21
0,Bachelors,BI Analyst,Bangalore,3,Startup,12.92
12,Masters,ML Engineer,Mumbai,5,Startup,62.79
18,Masters,ML Engineer,Hyderabad,1,Startup,60.68
2,Masters,Data Scientist,Mumbai,5,Mid,36.86
16,Bachelors,Data Analyst,Delhi,4,Mid,59.07
4,PhD,ML Engineer,Pune,5,Startup,45.64
19,PhD,BI Analyst,Mumbai,3,Enterprise,66.48
20,Bachelors,ML Engineer,Pune,2,Mid,64.7
7,Bachelors,ML Engineer,Hyderabad,3,Mid,42.53
13,Bachelors,Data Scientist,Mumbai,4,Enterprise,52.36
3,Masters,BI Analyst,Mumbai,1,Mid,17.97
10,Masters,BI Analyst,Hyderabad,5,Enterprise,48.73
19,Masters,BI Analyst,Hyderabad,1,Enterprise,58.39
14,Bachelors,Data Scientist,Bangalore,4,Startup,55.99
18,Masters,BI Analyst,Delhi,5,Mid,69.22
6,Bachelors,BI Analyst,Mumbai,3,Enterprise,31.55
18,Bachelors,ML Engineer,Mumbai,3,Startup,58.32
18,Masters,ML Engineer,Hyderabad,4,Mid,69.3
10,PhD,BI Analyst,Hyderabad,5,Startup,56.58
4,PhD,Data Analyst,Delhi,3,Startup,35.14
4,PhD,Data Analyst,Hyderabad,4,Enterprise,37.95
7,Bachelors,BI Analyst,Pune,4,Mid,38.22
9,Bachelors,Data Analyst,Pune,1,Startup,36.33
5,Masters,Data Scientist,Pune,3,Enterprise,35.97
14,PhD,ML Engineer,Pune,5,Enterprise,67.97
15,Bachelors,Data Scientist,Delhi,3,Startup,58.57
16,Bachelors,ML Engineer,Mumbai,3,Startup,58.98
7,Bachelors,Data Analyst,Pune,3,Enterprise,31.18
7,Masters,Data Analyst,Hyderabad,4,Startup,36.66
8,Bachelors,BI Analyst,Pune,2,Startup,29.97
1,Bachelors,Data Analyst,Delhi,2,Mid,10.71
14,Bachelors,Data Analyst,Hyderabad,1,Enterprise,42.77
17,Bachelors,BI Analyst,Pune,3,Startup,56.92
2,PhD,BI Analyst,Mumbai,2,Enterprise,18.72
16,Bachelors,ML Engineer,Hyderabad,1,Mid,51.66
3,Masters,Data Analyst,Hyderabad,4,Enterprise,34.18
3,Masters,ML Engineer,Mumbai,3,Enterprise,37.57
13,PhD,ML Engineer,Hyderabad,5,Enterprise,63.33
8,Bachelors,Data Scientist,Pune,4,Mid,40.86
8,PhD,Data Analyst,Hyderabad,1,Mid,28.83
17,Masters,Data Analyst,Pune,4,Enterprise,65.86
9,PhD,Data Scientist,Mumbai,5,Enterprise,51.87
20,PhD,ML Engineer,Bangalore,4,Mid,84.18
3,Bachelors,Data Analyst,Mumbai,1,Startup,18.31
11,Bachelors,ML Engineer,Pune,5,Mid,60.35
7,Bachelors,Data Scientist,Delhi,5,Enterprise,43.15
1,Masters,BI Analyst,Mumbai,4,Startup,24.44
12,Bachelors,ML Engineer,Delhi,5,Startup,58.93
20,Bachelors,Data Analyst,Delhi,4,Startup,72.32
15,Bachelors,BI Analyst,Pune,3,Mid,47.41
1,Bachelors,ML Engineer,Pune,5,Mid,35.06
10,Bachelors,ML Engineer,Bangalore,4,Mid,48.2
9,Bachelors,BI Analyst,Hyderabad,3,Mid,36.84
14,Bachelors,BI Analyst,Mumbai,5,Enterprise,61.31
16,Bachelors,BI Analyst,Pune,3,Startup,50.35
7,Bachelors,Data Analyst,Mumbai,5,Enterprise,41.47
17,Bachelors,Data Analyst,Delhi,1,Mid,47.91
8,PhD,ML Engineer,Hyderabad,1,Mid,38.59
7,Masters,ML Engineer,Bangalore,4,Enterprise,46.49
13,Bachelors,Data Scientist,Mumbai,2,Startup,47.87
17,Bachelors,Data Analyst,Hyderabad,1,Startup,46.94
19,Masters,ML Engineer,Bangalore,2,Mid,67.7
19,PhD,BI Analyst,Mumbai,3,Mid,69.09
20,PhD,BI Analyst,Hyderabad,3,Mid,71.36
11,Masters,Data Analyst,Pune,2,Mid,42.98
18,Bachelors,BI Analyst,Mumbai,4,Startup,65.05
13,Bachelors,Data Scientist,Hyderabad,5,Enterprise,59.43
16,Bachelors,ML Engineer,Bangalore,2,Startup,52.59
20,PhD,ML Engineer,Hyderabad,2,Enterprise,76.07
2,Masters,ML Engineer,Pune,2,Mid,30.88
6,Masters,Data Analyst,Mumbai,2,Mid,28.32
16,Bachelors,BI Analyst,Mumbai,2,Enterprise,51.77
11,Masters,Data Scientist,Mumbai,4,Mid,51.76
8,Bachelors,Data Analyst,Pune,1,Startup,24.54
14,Bachelors,ML Engineer,Bangalore,5,Mid,65.27
17,Bachelors,Data Scientist,Mumbai,1,Mid,59.72
20,Masters,ML Engineer,Bangalore,2,Mid,73.79
12,Bachelors,ML Engineer,Hyderabad,1,Mid,46.64
20,PhD,Data Analyst,Bangalore,4,Startup,76.56
7,Bachelors,ML Engineer,Bangalore,3,Enterprise,36.55
13,Masters,Data Scientist,Mumbai,1,Mid,47.81
7,Masters,ML Engineer,Delhi,5,Mid,42.77
13,Bachelors,BI Analyst,Delhi,4,Startup,53.37
6,Masters,ML Engineer,Pune,3,Startup,43.19
11,Masters,Data Analyst,Pune,4,Startup,50.85
10,Masters,Data Scientist,Delhi,2,Mid,46.98
10,PhD,Data Analyst,Hyderabad,3,Enterprise,42.22
12,Masters,BI Analyst,Mumbai,5,Startup,62.1
17,Bachelors,ML Engineer,Mumbai,3,Startup,62.83
1,Masters,Data Analyst,Hyderabad,5,Startup,35.25
20,Bachelors,Data Analyst,Hyderabad,2,Enterprise,63.06
14,Bachelors,Data Analyst,Delhi,5,Mid,63.64
19,Bachelors,Data Analyst,Pune,4,Mid,69.53
17,Masters,BI Analyst,Hyderabad,1,Mid,53.38
14,Masters,BI Analyst,Pune,4,Startup,61.7
18,Bachelors,ML Engineer,Bangalore,4,Mid,70.37
11,Masters,ML Engineer,Mumbai,3,Startup,53.71
12,PhD,Data Scientist,Delhi,2,Enterprise,49.79
10,Bachelors,BI Analyst,Mumbai,1,Enterprise,29.44
4,Bachelors,Data Analyst,Delhi,5,Mid,36.68
0,Masters,Data Analyst,Bangalore,3,Startup,20.09
2,Bachelors,Data Scientist,Mumbai,2,Startup,23.57
18,Masters,Data Analyst,Bangalore,1,Mid,53.12
6,Bachelors,Data Scientist,Delhi,4,Enterprise,36.12
11,Bachelors,ML Engineer,Hyderabad,2,Enterprise,48.13
14,Masters,BI Analyst,Mumbai,2,Enterprise,48.79
4,Masters,Data Scientist,Bangalore,2,Enterprise,25.23
14,Masters,Data Analyst,Mumbai,4,Enterprise,61.77
7,PhD,Data Scientist,Mumbai,5,Mid,54.08
9,Masters,ML Engineer,Mumbai,3,Mid,52.65
15,Masters,Data Analyst,Pune,5,Mid,63.48
7,Bachelors,ML Engineer,Bangalore,1,Enterprise,28.86
0,Masters,ML Engineer,Bangalore,3,Enterprise,22.24
11,Bachelors,Data Scientist,Mumbai,1,Mid,35.2
4,Masters,ML Engineer,Hyderabad,4,Mid,38.44
2,Bachelors,Data Analyst,Mumbai,5,Enterprise,32.35
0,Masters,ML Engineer,Pune,2,Startup,18.21
3,Bachelors,ML Engineer,Delhi,3,Mid,27.71
7,Masters,Data Scientist,Pune,2,Enterprise,39.89
2,PhD,ML Engineer,Hyderabad,1,Enterprise,15.51
9,Bachelors,BI Analyst,Mumbai,2,Mid,35.04
1,PhD,Data Scientist,Bangalore,2,Startup,19.53
10,Bachelors,Data Scientist,Mumbai,4,Enterprise,45.58
9,Masters,Data Analyst,Hyderabad,4,Mid,49.87
20,PhD,Data Analyst,Bangalore,5,Enterprise,79.71
13,Bachelors,Data Analyst,Pune,1,Enterprise,46.67
6,PhD,Data Analyst,Delhi,4,Enterprise,43.28
1,Bachelors,BI Analyst,Delhi,4,Enterprise,20.91
8,Bachelors,Data Scientist,Mumbai,5,Startup,49.37
15,PhD,ML Engineer,Pune,3,Mid,67.89
12,Bachelors,Data Analyst,Hyderabad,5,Mid,55.87
8,PhD,Data Analyst,Delhi,2,Mid,36.55
19,PhD,Data Analyst,Pune,2,Mid,58.53
3,Bachelors,ML Engineer,Mumbai,4,Mid,33.23
9,Masters,Data Analyst,Bangalore,4,Startup,50.6
11,Bachelors,ML Engineer,Mumbai,5,Enterprise,55.51
16,Bachelors,Data Scientist,Mumbai,5,Enterprise,65.66
13,Bachelors,Data Scientist,Pune,1,Mid,44.68
13,Bachelors,Data Scientist,Delhi,2,Enterprise,48.06
1,Bachelors,BI Analyst,Pune,5,Enterprise,23.97
20,Bachelors,ML Engineer,Bangalore,3,Enterprise,70.17
19,PhD,Data Analyst,Pune,1,Mid,63.32
10,Masters,Data Analyst,Hyderabad,5,Mid,52.58
15,Masters,Data Analyst,Mumbai,4,Startup,64.29
18,Masters,Data Analyst,Delhi,5,Mid,76.16
5,Masters,BI Analyst,Bangalore,4,Startup,33.22
18,Bachelors,Data Analyst,Mumbai,4,Mid,63.31
4,Masters,BI Analyst,Pune,2,Enterprise,26.57
3,PhD,ML Engineer,Hyderabad,2,Startup,26.59
14,Bachelors,Data Scientist,Pune,5,Startup,61.43
3,Masters,Data Analyst,Mumbai,5,Startup,37.34
19,Masters,Data Scientist,Bangalore,3,Mid,66.23
9,PhD,ML Engineer,Delhi,1,Startup,42.86
2,Masters,ML Engineer,Mumbai,1,Mid,19.5
4,Bachelors,Data Analyst,Bangalore,5,Startup,33.27
5,Bachelors,ML Engineer,Mumbai,2,Mid,32.23
20,Bachelors,Data Scientist,Hyderabad,3,Startup,71.6
7,Masters,Data Analyst,Pune,1,Enterprise,25.17
6,Bachelors,BI Analyst,Delhi,5,Enterprise,36.27
20,PhD,Data Analyst,Bangalore,2,Startup,65.89
9,Bachelors,Data Scientist,Delhi,2,Mid,38
5,Bachelors,Data Analyst,Delhi,2,Mid,21.84
13,Bachelors,Data Analyst,Delhi,4,Mid,57.18
3,Masters,Data Scientist,Bangalore,2,Enterprise,24.76
12,Bachelors,Data Analyst,Bangalore,5,Enterprise,52.11
19,Bachelors,Data Analyst,Delhi,3,Enterprise,67.9
16,Bachelors,Data Scientist,Pune,5,Mid,70.7
6,Bachelors,ML Engineer,Mumbai,2,Mid,30.22
3,Bachelors,Data Scientist,Delhi,3,Mid,29.9
13,Masters,Data Analyst,Hyderabad,1,Startup,39.73
2,Masters,BI Analyst,Delhi,1,Startup,17.6
4,Bachelors,BI Analyst,Bangalore,5,Startup,40.43
15,Masters,Data Scientist,Mumbai,3,Enterprise,54.87
19,PhD,BI Analyst,Hyderabad,5,Enterprise,75.49
3,Masters,Data Analyst,Mumbai,3,Mid,25.15
1,Masters,Data Analyst,Mumbai,3,Startup,22.7
17,PhD,Data Scientist,Hyderabad,5,Mid,76.72
18,PhD,Data Analyst,Delhi,3,Startup,65.43
18,Masters,ML Engineer,Delhi,2,Startup,59.15
16,Bachelors,Data Analyst,Delhi,3,Mid,51.21
13,Masters,Data Scientist,Pune,3,Mid,51.05
18,Masters,ML Engineer,Delhi,5,Startup,79.38
12,Bachelors,ML Engineer,Hyderabad,1,Startup,38.11
11,Bachelors,BI Analyst,Pune,4,Enterprise,44.66
5,Masters,Data Analyst,Delhi,3,Mid,28.1
20,Masters,Data Scientist,Pune,4,Mid,76.02
3,Bachelors,BI Analyst,Hyderabad,3,Mid,27.1
18,Masters,BI Analyst,Delhi,5,Mid,72.16
15,Bachelors,Data Analyst,Bangalore,5,Startup,67.48
12,Bachelors,Data Analyst,Hyderabad,3,Enterprise,45.76
3,Masters,Data Scientist,Mumbai,5,Mid,38.42
16,Bachelors,BI Analyst,Mumbai,5,Startup,61.55
0,Bachelors,Data Scientist,Hyderabad,3,Startup,20.11
17,PhD,BI Analyst,Mumbai,1,Startup,51.82
19,Bachelors,BI Analyst,Hyderabad,3,Startup,59.16
16,Bachelors,BI Analyst,Bangalore,1,Startup,42.88
14,PhD,Data Analyst,Hyderabad,5,Mid,64.43
10,Masters,BI Analyst,Delhi,1,Mid,33
12,Masters,BI Analyst,Delhi,5,Enterprise,65.26
0,PhD,BI Analyst,Pune,1,Mid,14.13
16,Bachelors,ML Engineer,Mumbai,1,Startup,52.48
5,Masters,Data Analyst,Mumbai,3,Enterprise,29.84
3,Masters,ML Engineer,Hyderabad,1,Startup,32.9
19,Masters,Data Analyst,Mumbai,5,Startup,71.33
15,Masters,Data Scientist,Delhi,3,Mid,57.08
14,Masters,ML Engineer,Bangalore,1,Startup,53.1
14,Bachelors,Data Scientist,Hyderabad,3,Mid,53.71
5,Bachelors,BI Analyst,Mumbai,4,Startup,29.18
14,Masters,Data Scientist,Delhi,3,Enterprise,56.18
13,Masters,Data Scientist,Pune,4,Startup,60.24
10,Masters,Data Scientist,Mumbai,4,Mid,52.54
6,Bachelors,Data Scientist,Bangalore,3,Startup,35.88
8,Masters,Data Analyst,Bangalore,5,Mid,54.26
15,Masters,ML Engineer,Mumbai,5,Mid,71.31
4,Masters,Data Analyst,Mumbai,5,Enterprise,40.49
19,Masters,Data Analyst,Delhi,2,Mid,53.33
9,PhD,Data Analyst,Mumbai,4,Enterprise,54.2
17,Masters,Data Scientist,Pune,3,Enterprise,63.49
2,Masters,Data Analyst,Delhi,5,Startup,30.7
12,Masters,ML Engineer,Hyderabad,5,Enterprise,62.71
10,PhD,Data Analyst,Pune,3,Mid,48.49
16,Masters,BI Analyst,Delhi,4,Mid,65.5
12,Masters,Data Scientist,Delhi,3,Enterprise,51.01
5,Masters,BI Analyst,Bangalore,2,Startup,28.8
16,Masters,ML Engineer,Delhi,2,Enterprise,58.61
12,Bachelors,ML Engineer,Pune,3,Enterprise,52.77
18,Bachelors,ML Engineer,Mumbai,4,Mid,70.82
20,PhD,ML Engineer,Pune,5,Startup,86.4
18,Masters,Data Analyst,Hyderabad,2,Startup,57.27
9,Masters,Data Scientist,Delhi,2,Startup,40.81
2,PhD,ML Engineer,Delhi,4,Startup,35.32
13,Masters,BI Analyst,Delhi,2,Mid,46.78
18,Masters,ML Engineer,Delhi,2,Startup,62.3
4,Masters,Data Scientist,Bangalore,4,Startup,33.62
4,Masters,BI Analyst,Bangalore,3,Startup,26.98
19,Bachelors,BI Analyst,Mumbai,5,Mid,70.48
16,Bachelors,BI Analyst,Delhi,5,Mid,62.31
20,Bachelors,Data Analyst,Hyderabad,2,Startup,61.19
9,Bachelors,ML Engineer,Mumbai,5,Mid,53.34
4,Masters,Data Analyst,Delhi,3,Enterprise,32.14
3,Bachelors,BI Analyst,Bangalore,2,Startup,18.95
5,Bachelors,Data Analyst,Hyderabad,5,Mid,38.04
3,Bachelors,Data Analyst,Mumbai,1,Startup,20.3
6,Bachelors,Data Analyst,Hyderabad,1,Startup,20.58
6,Masters,ML Engineer,Delhi,1,Mid,30.04
17,PhD,BI Analyst,Pune,1,Enterprise,57.91
2,Masters,BI Analyst,Hyderabad,1,Startup,12.43
0,Bachelors,ML Engineer,Hyderabad,2,Enterprise,21.95
3,Bachelors,Data Analyst,Bangalore,4,Mid,27.49
5,Bachelors,Data Analyst,Delhi,4,Startup,30.5
8,Masters,Data Scientist,Hyderabad,2,Mid,39.92
13,Bachelors,Data Scientist,Delhi,2,Mid,45.45
11,Masters,Data Scientist,Bangalore,3,Mid,54.37
19,Bachelors,ML Engineer,Delhi,4,Mid,72.84
3,Masters,BI Analyst,Bangalore,1,Startup,17.92
20,Bachelors,Data Scientist,Bangalore,2,Enterprise,61.24
11,Bachelors,BI Analyst,Mumbai,1,Enterprise,33.46
9,Masters,BI Analyst,Delhi,4,Startup,44.78
6,Bachelors,BI Analyst,Pune,5,Startup,43.89
2,Bachelors,ML Engineer,Mumbai,5,Enterprise,37.17
13,Masters,ML Engineer,Bangalore,2,Enterprise,54.32
9,Masters,ML Engineer,Pune,3,Startup,47.4
15,Masters,ML Engineer,Hyderabad,1,Mid,51.27
15,Bachelors,Data Scientist,Hyderabad,2,Startup,52.11
9,Bachelors,Data Analyst,Mumbai,3,Enterprise,42.87
12,Bachelors,Data Analyst,Pune,1,Mid,33.15
5,Bachelors,Data Analyst,Delhi,4,Enterprise,34.26
11,PhD,Data Scientist,Pune,5,Mid,65.39
8,Masters,Data Analyst,Mumbai,3,Enterprise,36.26
12,Bachelors,Data Scientist,Delhi,1,Mid,42.07
3,Masters,Data Scientist,Delhi,2,Startup,27.97
10,Bachelors,Data Scientist,Hyderabad,1,Startup,30.62
19,PhD,Data Analyst,Pune,2,Mid,66.93
17,Bachelors,BI Analyst,Delhi,5,Mid,64.52
10,Bachelors,Data Analyst,Mumbai,5,Startup,50.58
20,Masters,Data Analyst,Hyderabad,1,Startup,61.57
3,Masters,ML Engineer,Delhi,1,Mid,27.3
17,Masters,Data Scientist,Pune,2,Mid,54.19
0,Bachelors,BI Analyst,Hyderabad,2,Startup,17.37
6,Bachelors,ML Engineer,Pune,3,Enterprise,41.15
5,Bachelors,BI Analyst,Pune,3,Startup,31.66
14,Bachelors,BI Analyst,Pune,3,Mid,51.18
17,PhD,Data Scientist,Hyderabad,1,Mid,55.99
10,Bachelors,Data Analyst,Delhi,3,Enterprise,37.25
19,Bachelors,Data Scientist,Bangalore,1,Startup,51.23
14,Masters,Data Scientist,Delhi,5,Mid,67.03
15,Bachelors,ML Engineer,Hyderabad,4,Startup,66.15
6,Masters,Data Scientist,Bangalore,5,Mid,45.65
20,Masters,Data Analyst,Bangalore,1,Enterprise,57.12
9,Bachelors,BI Analyst,Bangalore,1,Startup,29.31
11,PhD,Data Scientist,Mumbai,4,Startup,54.48
13,Masters,BI Analyst,Hyderabad,2,Enterprise,46.26
4,Bachelors,Data Scientist,Mumbai,2,Mid,22.51
20,Bachelors,BI Analyst,Bangalore,2,Mid,61.84
17,Bachelors,Data Scientist,Mumbai,3,Startup,64.03
4,Masters,ML Engineer,Mumbai,2,Enterprise,32.13
2,Masters,BI Analyst,Hyderabad,3,Startup,24.06
4,Masters,Data Scientist,Pune,3,Startup,35.07
16,PhD,Data Scientist,Mumbai,2,Mid,59.46
18,Masters,ML Engineer,Mumbai,2,Mid,67.07
18,Masters,ML Engineer,Bangalore,4,Mid,71.29
20,Bachelors,ML Engineer,Bangalore,4,Mid,73.48
11,Masters,BI Analyst,Bangalore,3,Mid,42.93
8,Bachelors,BI Analyst,Delhi,4,Enterprise,38.8
0,Masters,ML Engineer,Mumbai,3,Startup,28.44
17,Bachelors,Data Analyst,Bangalore,1,Enterprise,45.68
20,Bachelors,Data Analyst,Hyderabad,3,Startup,57.59
3,Bachelors,Data Scientist,Delhi,3,Mid,25.46
9,Bachelors,Data Analyst,Pune,4,Enterprise,39.08
6,Masters,Data Scientist,Mumbai,1,Startup,26.39
0,Bachelors,BI Analyst,Mumbai,5,Mid,31.82
16,Masters,BI Analyst,Hyderabad,5,Mid,64.23
1,Bachelors,Data Analyst,Pune,5,Enterprise,29.8
10,Masters,BI Analyst,Pune,1,Enterprise,34.26
8,Bachelors,ML Engineer,Delhi,2,Enterprise,38.32
6,Bachelors,ML Engineer,Mumbai,1,Mid,26.37
16,Masters,Data Analyst,Bangalore,4,Startup,65.88
16,Bachelors,Data Analyst,Hyderabad,3,Startup,56.18
1,Bachelors,Data Scientist,Hyderabad,3,Enterprise,23.26
5,Bachelors,BI Analyst,Hyderabad,4,Startup,33.3
13,Bachelors,Data Scientist,Hyderabad,4,Mid,58.97
5,Masters,Data Scientist,Bangalore,3,Startup,36.18
1,Bachelors,ML Engineer,Bangalore,2,Mid,21.51
0,Masters,ML Engineer,Delhi,2,Enterprise,22.96
9,Masters,ML Engineer,Mumbai,2,Startup,37.32
20,Bachelors,ML Engineer,Bangalore,4,Mid,75.56
4,PhD,Data Scientist,Delhi,3,Enterprise,34.91
1,Masters,ML Engineer,Pune,3,Enterprise,31.41
15,Masters,BI Analyst,Mumbai,3,Enterprise,53.4
1,Masters,ML Engineer,Bangalore,1,Enterprise,19.5
9,Masters,ML Engineer,Pune,1,Startup,43.87
1,Masters,ML Engineer,Delhi,5,Mid,36.82
15,Bachelors,Data Analyst,Bangalore,1,Startup,39.51
15,Bachelors,BI Analyst,Bangalore,2,Mid,54.52
18,Bachelors,BI Analyst,Pune,2,Enterprise,53.05
6,Bachelors,Data Scientist,Bangalore,2,Startup,26.28
11,Bachelors,Data Scientist,Hyderabad,2,Enterprise,38.4
14,Bachelors,ML Engineer,Bangalore,5,Mid,67.28
7,Bachelors,Data Analyst,Mumbai,2,Enterprise,32.69
5,Masters,Data Scientist,Pune,4,Startup,44.28
9,PhD,Data Scientist,Mumbai,4,Startup,51.65
2,PhD,ML Engineer,Delhi,4,Mid,34.84
18,Bachelors,ML Engineer,Mumbai,1,Mid,54.99
16,Masters,Data Scientist,Hyderabad,3,Startup,61
6,PhD,Data Scientist,Hyderabad,5,Startup,48.84
20,Bachelors,BI Analyst,Mumbai,4,Startup,72.92
19,Bachelors,Data Analyst,Delhi,4,Startup,62.65
3,PhD,BI Analyst,Bangalore,2,Mid,21.85
13,Masters,Data Scientist,Hyderabad,4,Startup,57.27
19,Bachelors,BI Analyst,Mumbai,2,Mid,58.71
14,Bachelors,BI Analyst,Mumbai,2,Startup,44.27
7,Bachelors,Data Scientist,Mumbai,3,Startup,34.73
20,Masters,ML Engineer,Bangalore,1,Enterprise,68.02
14,Masters,Data Scientist,Pune,2,Enterprise,53.02
19,Bachelors,ML Engineer,Delhi,2,Startup,60.65
13,Bachelors,Data Scientist,Pune,3,Mid,49.17
8,Masters,Data Scientist,Delhi,2,Startup,38.75
7,Masters,Data Scientist,Delhi,5,Enterprise,44.52
16,Bachelors,Data Analyst,Mumbai,1,Startup,47.43
1,PhD,ML Engineer,Hyderabad,5,Enterprise,38.87
2,Bachelors,Data Analyst,Mumbai,4,Startup,26.89
7,Bachelors,Data Scientist,Bangalore,1,Startup,27.66
11,Masters,BI Analyst,Delhi,4,Mid,47.05
0,Bachelors,Data Analyst,Hyderabad,2,Enterprise,10.09
9,Masters,ML Engineer,Delhi,3,Enterprise,51.44
19,Masters,Data Scientist,Delhi,5,Enterprise,84.21
2,Masters,Data Analyst,Mumbai,4,Mid,23.56
5,Bachelors,BI Analyst,Hyderabad,2,Startup,27.13
6,Bachelors,Data Analyst,Hyderabad,5,Mid,40.79
19,Bachelors,ML Engineer,Delhi,5,Startup,83.35
17,Masters,Data Analyst,Hyderabad,4,Mid,63.12
10,Masters,BI Analyst,Hyderabad,2,Mid,41.69
18,Masters,BI Analyst,Mumbai,3,Enterprise,61.79
4,Masters,ML Engineer,Pune,4,Mid,43.44
18,PhD,BI Analyst,Bangalore,5,Startup,81.63
10,Masters,Data Scientist,Pune,5,Mid,56.14
11,Bachelors,BI Analyst,Hyderabad,1,Mid,30.48
9,Bachelors,Data Scientist,Delhi,2,Startup,40.84
7,Masters,Data Analyst,Bangalore,1,Enterprise,29
8,Bachelors,Data Scientist,Bangalore,3,Startup,39.83
3,Bachelors,Data Scientist,Delhi,4,Startup,35.95
4,Masters,Data Analyst,Bangalore,5,Startup,34.69
20,Masters,BI Analyst,Delhi,2,Mid,60.85
7,Bachelors,Data Scientist,Bangalore,5,Mid,47.08
8,Masters,BI Analyst,Pune,1,Startup,27.48
14,Masters,Data Analyst,Bangalore,1,Startup,43.15
14,Bachelors,ML Engineer,Mumbai,4,Enterprise,64.42
15,Bachelors,BI Analyst,Delhi,2,Mid,49.3
13,Bachelors,BI Analyst,Bangalore,2,Mid,39.66
7,Masters,ML Engineer,Delhi,4,Mid,48.02
17,Masters,ML Engineer,Mumbai,1,Mid,61.02
9,PhD,Data Analyst,Bangalore,1,Startup,35.61
19,Masters,BI Analyst,Bangalore,1,Startup,58.72
5,Bachelors,BI Analyst,Mumbai,5,Enterprise,35.95
11,Bachelors,Data Analyst,Mumbai,3,Mid,43.68
1,Masters,BI Analyst,Mumbai,1,Mid,8.17
6,Bachelors,Data Scientist,Delhi,3,Startup,35.79
15,Bachelors,Data Scientist,Mumbai,3,Enterprise,56.58
2,Bachelors,Data Scientist,Delhi,2,Startup,15.93
12,Bachelors,BI Analyst,Pune,4,Mid,54.36
2,Bachelors,Data Scientist,Bangalore,5,Mid,35.01
17,Bachelors,Data Scientist,Bangalore,3,Enterprise,58.22
10,Bachelors,Data Analyst,Hyderabad,5,Startup,51.47
7,Bachelors,Data Analyst,Pune,2,Mid,25.85
5,Masters,ML Engineer,Mumbai,1,Mid,25.96
0,Masters,ML Engineer,Mumbai,3,Enterprise,22.56
0,Bachelors,ML Engineer,Pune,4,Mid,23.98
7,Masters,ML Engineer,Mumbai,2,Mid,39.11
4,Bachelors,Data Analyst,Hyderabad,5,Startup,35.38
15,Masters,Data Analyst,Delhi,1,Enterprise,48.74
10,PhD,Data Analyst,Bangalore,5,Enterprise,47.04
4,Masters,Data Scientist,Pune,4,Enterprise,35.43
3,Masters,Data Scientist,Bangalore,3,Startup,28.57
5,Bachelors,ML Engineer,Delhi,4,Enterprise,39.16
13,Bachelors,Data Scientist,Pune,5,Mid,59.78
18,PhD,BI Analyst,Delhi,5,Enterprise,75.38
8,Bachelors,Data Analyst,Mumbai,4,Mid,40.47
11,Bachelors,ML Engineer,Mumbai,4,Enterprise,52.02
10,Masters,ML Engineer,Mumbai,4,Enterprise,52.8
13,Masters,BI Analyst,Delhi,1,Startup,41.54
15,PhD,Data Scientist,Delhi,5,Enterprise,72.01
0,Bachelors,ML Engineer,Delhi,2,Enterprise,18.26
12,PhD,Data Scientist,Bangalore,1,Startup,42.94
20,Bachelors,Data Scientist,Delhi,1,Mid,55.99
20,Bachelors,BI Analyst,Mumbai,1,Enterprise,57.03
12,Masters,ML Engineer,Hyderabad,2,Enterprise,52.07
1,Bachelors,Data Scientist,Delhi,4,Mid,29.61
3,Bachelors,Data Scientist,Hyderabad,5,Startup,34.23
5,Masters,BI Analyst,Mumbai,3,Enterprise,25.87
4,Bachelors,BI Analyst,Delhi,3,Startup,27.24
2,Bachelors,Data Scientist,Bangalore,5,Mid,31.15
0,Bachelors,BI Analyst,Bangalore,2,Mid,11.69
3,Bachelors,Data Scientist,Hyderabad,3,Startup,27.14
19,Bachelors,ML Engineer,Bangalore,1,Mid,60.76
1,Masters,Data Analyst,Bangalore,3,Mid,24.58
